BOLSIG+ version: 03/2016
Collision input data:
--------------------------------------------------
N2                                                              
cross_section_Baohong_phelps.txt
--------------------------------------------------
O2                                                              
cross_section_Baohong_phelps.txt
--------------------------------------------------
O3                                                              
cross_section_Baohong_phelps.txt
--------------------------------------------------
O                                                               
cross_section_Baohong_phelps.txt
--------------------------------------------------
N                                                               
cross_section_Baohong_phelps.txt
 
 
 
 Conditions
A1     Electric field / N (Td)                                         
A2     Angular frequency / N (m3/s)               0.000    
A3     Cosine of E-B field angle                  0.000    
A4     Gas temperature (K)                        300.0    
A5     Excitation temperature (K)                 300.0    
A6     Transition energy (eV)                     0.000    
A7     Ionization degree                          0.000    
A8     Plasma density (1/m3)                     0.1000E+19
A9     Ion charge parameter                       1.000    
A10    Ion/neutral mass ratio                     1.000    
A11    e-e momentum effects                       0.000    
A12    Energy sharing                             1.000    
A13    Growth model                               1.000    
A14    Maxwellian mean energy (eV)                0.000    
A15    # of grid points                           200.0    
A16    Grid type                                                       
A17    Maximum energy                                                  
A18    Precision                                 0.1000E-09
A19    Convergence                               0.1000E-03
A20    Maximum # of iterations                    1000.    
A21    Mole fraction N2                          0.8000    
A22    Mole fraction O2                          0.2000    
A23    Mole fraction O3                           0.000    
A24    Mole fraction O                            0.000    
A25    Mole fraction N                            0.000    
           1  0.1000E-01  0.3973E-01  0.4047E+26  0.1115E+25  0.4413E+26  0.1166E+25  0.4000E-14  0.4346E-14   0.000      0.4294E-36   0.000      0.1061E-38  0.4047E-20  0.1538E-21  0.3893E-20 -0.1706E-37  0.6211       4.000       1.000    
           2  0.1100E-01  0.3990E-01  0.4016E+26  0.1116E+25  0.4395E+26  0.1166E+25  0.4017E-14  0.4379E-14   0.000      0.4326E-36   0.000      0.9790E-39  0.4862E-20  0.1862E-21  0.4675E-20 -0.1726E-37  0.6211       4.000       1.000    
           3  0.1401E-01  0.4050E-01  0.3923E+26  0.1118E+25  0.4334E+26  0.1167E+25  0.4074E-14  0.4484E-14   0.000      0.4437E-36   0.000      0.8075E-39  0.7698E-20  0.3023E-21  0.7394E-20 -0.1797E-37  0.6211       4.000       1.000    
           4  0.1902E-01  0.4172E-01  0.3764E+26  0.1121E+25  0.4213E+26  0.1168E+25  0.4192E-14  0.4673E-14   0.000      0.4669E-36   0.000      0.6522E-39  0.1361E-19  0.5615E-21  0.1305E-19 -0.1948E-37  0.6211       4.000       1.000    
           5  0.2603E-01  0.4388E-01  0.3537E+26  0.1126E+25  0.4015E+26  0.1171E+25  0.4400E-14  0.4972E-14   0.000      0.5079E-36   0.000      0.5515E-39  0.2397E-19  0.1071E-20  0.2290E-19 -0.2229E-37  0.6211       4.000       1.000    
           6  0.3505E-01  0.4733E-01  0.3247E+26  0.1131E+25  0.3735E+26  0.1174E+25  0.4732E-14  0.5417E-14   0.000      0.5713E-36   0.000      0.5020E-39  0.3988E-19  0.1999E-20  0.3788E-19 -0.2704E-37  0.7398       8.000       2.000    
           7  0.4607E-01  0.5239E-01  0.2910E+26  0.1139E+25  0.3390E+26  0.1179E+25  0.5216E-14  0.6044E-14   0.000      0.6560E-36   0.000      0.4893E-39  0.6177E-19  0.3582E-20  0.5818E-19 -0.3436E-37  0.7398       4.000       1.000    
           8  0.5910E-01  0.5924E-01  0.2556E+26  0.1147E+25  0.3016E+26  0.1185E+25  0.5867E-14  0.6882E-14   0.000      0.7505E-36   0.000      0.4969E-39  0.8925E-19  0.6113E-20  0.8313E-19 -0.4446E-37  0.7398       4.000       1.000    
           9  0.7413E-01  0.6786E-01  0.2214E+26  0.1156E+25  0.2653E+26  0.1193E+25  0.6678E-14  0.7944E-14   0.000      0.8349E-36   0.000      0.5087E-39  0.1217E-18  0.9866E-20  0.1118E-18 -0.5666E-37  0.7398       4.000       1.000    
          10  0.9116E-01  0.7790E-01  0.1909E+26  0.1166E+25  0.2332E+26  0.1201E+25  0.7614E-14  0.9213E-14   0.000      0.8910E-36   0.000      0.5119E-39  0.1587E-18  0.1496E-19  0.1437E-18 -0.6941E-37  0.7398       4.000       1.000    
          11  0.1102      0.8873E-01  0.1654E+26  0.1175E+25  0.2068E+26  0.1210E+25  0.8609E-14  0.1064E-13   0.000      0.9123E-36   0.000      0.5006E-39  0.2008E-18  0.2123E-19  0.1796E-18 -0.8095E-37  0.8811       8.000       2.000    
          12  0.1312      0.9955E-01  0.1450E+26  0.1184E+25  0.1863E+26  0.1219E+25  0.9593E-14  0.1213E-13   0.000      0.9051E-36   0.000      0.4757E-39  0.2497E-18  0.2822E-19  0.2215E-18 -0.9011E-37  0.8811       4.000       1.000    
          13  0.1543      0.1097      0.1293E+26  0.1192E+25  0.1707E+26  0.1227E+25  0.1050E-13  0.1361E-13   0.000      0.8810E-36   0.000      0.4417E-39  0.3077E-18  0.3543E-19  0.2723E-18 -0.9666E-37  0.8811       4.000       1.000    
          14  0.1793      0.1189      0.1174E+26  0.1199E+25  0.1590E+26  0.1234E+25  0.1132E-13  0.1499E-13   0.000      0.8500E-36   0.000      0.4039E-39  0.3774E-18  0.4249E-19  0.3349E-18 -0.1010E-36  0.8811       4.000       1.000    
          15  0.2064      0.1270      0.1083E+26  0.1205E+25  0.1500E+26  0.1240E+25  0.1203E-13  0.1624E-13   0.000      0.8179E-36   0.000      0.3659E-39  0.4613E-18  0.4925E-19  0.4121E-18 -0.1039E-36   1.049       8.000       2.000    
          16  0.2354      0.1343      0.1013E+26  0.1211E+25  0.1430E+26  0.1246E+25  0.1266E-13  0.1736E-13   0.000      0.7876E-36   0.000      0.3301E-39  0.5618E-18  0.5574E-19  0.5060E-18 -0.1058E-36   1.049       4.000       1.000    
          17  0.2665      0.1409      0.9584E+25  0.1216E+25  0.1372E+26  0.1252E+25  0.1322E-13  0.1835E-13   0.000      0.7598E-36   0.000      0.2975E-39  0.6807E-18  0.6206E-19  0.6186E-18 -0.1071E-36   1.049       4.000       1.000    
          18  0.2996      0.1471      0.9138E+25  0.1221E+25  0.1323E+26  0.1258E+25  0.1374E-13  0.1925E-13   0.000      0.7343E-36   0.000      0.2683E-39  0.8201E-18  0.6834E-19  0.7517E-18 -0.1080E-36   1.049       4.000       1.000    
          19  0.3346      0.1530      0.8763E+25  0.1225E+25  0.1279E+26  0.1264E+25  0.1423E-13  0.2007E-13   0.000      0.7108E-36   0.000      0.2424E-39  0.9814E-18  0.7470E-19  0.9068E-18 -0.1088E-36   1.250       8.000       2.000    
          20  0.3717      0.1588      0.8442E+25  0.1230E+25  0.1240E+26  0.1270E+25  0.1471E-13  0.2083E-13   0.000      0.6890E-36   0.000      0.2196E-39  0.1167E-17  0.8120E-19  0.1086E-17 -0.1094E-36   1.250       4.000       1.000    
          21  0.4108      0.1645      0.8160E+25  0.1234E+25  0.1205E+26  0.1276E+25  0.1517E-13  0.2155E-13   0.000      0.6686E-36   0.000      0.1994E-39  0.1377E-17  0.8791E-19  0.1289E-17 -0.1100E-36   1.250       4.000       1.000    
          22  0.4519      0.1702      0.7906E+25  0.1238E+25  0.1172E+26  0.1282E+25  0.1562E-13  0.2225E-13   0.000      0.6492E-36   0.000      0.1817E-39  0.1614E-17  0.9487E-19  0.1519E-17 -0.1105E-36   1.488       8.000       2.000    
          23  0.4950      0.1759      0.7675E+25  0.1243E+25  0.1141E+26  0.1288E+25  0.1607E-13  0.2292E-13   0.000      0.6307E-36   0.000      0.1660E-39  0.1880E-17  0.1021E-18  0.1778E-17 -0.1110E-36   1.488       4.000       1.000    
          24  0.5401      0.1817      0.7462E+25  0.1248E+25  0.1112E+26  0.1295E+25  0.1652E-13  0.2357E-13   0.000      0.6131E-36   0.000      0.1522E-39  0.2176E-17  0.1096E-18  0.2066E-17 -0.1114E-36   1.488       4.000       1.000    
          25  0.5871      0.1876      0.7263E+25  0.1252E+25  0.1085E+26  0.1302E+25  0.1697E-13  0.2422E-13   0.000      0.5962E-36   0.000      0.1398E-39  0.2504E-17  0.1175E-18  0.2386E-17 -0.1118E-36   1.773       8.000       2.000    
          26  0.6362      0.1935      0.7078E+25  0.1257E+25  0.1059E+26  0.1309E+25  0.1742E-13  0.2485E-13   0.000      0.5801E-36   0.000      0.1288E-39  0.2865E-17  0.1257E-18  0.2739E-17 -0.1122E-36   1.773       4.000       1.000    
          27  0.6873      0.1995      0.6904E+25  0.1262E+25  0.1034E+26  0.1316E+25  0.1787E-13  0.2548E-13   0.000      0.5646E-36   0.000      0.1190E-39  0.3262E-17  0.1343E-18  0.3127E-17 -0.1127E-36   1.773       4.000       1.000    
          28  0.7405      0.2057      0.6739E+25  0.1268E+25  0.1011E+26  0.1324E+25  0.1832E-13  0.2610E-13   0.000      0.5497E-36   0.000      0.1102E-39  0.3695E-17  0.1432E-18  0.3552E-17 -0.1131E-36   1.773       4.000       1.000    
          29  0.7956      0.2119      0.6584E+25  0.1273E+25  0.9880E+25  0.1332E+25  0.1878E-13  0.2671E-13   0.000      0.5354E-36   0.000      0.1022E-39  0.4167E-17  0.1527E-18  0.4014E-17 -0.1135E-36   1.773       4.000       1.000    
          30  0.8527      0.2184      0.6436E+25  0.1279E+25  0.9664E+25  0.1341E+25  0.1923E-13  0.2733E-13   0.000      0.5216E-36   0.000      0.9505E-40  0.4679E-17  0.1626E-18  0.4516E-17 -0.1139E-36   1.773       4.000       1.000    
          31  0.9118      0.2250      0.6295E+25  0.1285E+25  0.9456E+25  0.1350E+25  0.1970E-13  0.2794E-13   0.000      0.5083E-36   0.000      0.8856E-40  0.5233E-17  0.1731E-18  0.5060E-17 -0.1144E-36   1.773       4.000       1.000    
          32  0.9729      0.2319      0.6159E+25  0.1291E+25  0.9254E+25  0.1360E+25  0.2017E-13  0.2856E-13   0.000      0.4953E-36   0.000      0.8265E-40  0.5830E-17  0.1843E-18  0.5646E-17 -0.1148E-36   2.111       8.000       2.000    
          33   1.036      0.2390      0.6030E+25  0.1298E+25  0.9058E+25  0.1371E+25  0.2064E-13  0.2917E-13   0.000      0.4828E-36   0.000      0.7728E-40  0.6473E-17  0.1962E-18  0.6276E-17 -0.1154E-36   2.111       4.000       1.000    
          34   1.101      0.2463      0.5906E+25  0.1304E+25  0.8867E+25  0.1382E+25  0.2113E-13  0.2978E-13   0.000      0.4707E-36   0.000      0.7238E-40  0.7161E-17  0.2088E-18  0.6952E-17 -0.1159E-36   2.111       4.000       1.000    
          35   1.168      0.2540      0.5786E+25  0.1312E+25  0.8679E+25  0.1395E+25  0.2162E-13  0.3040E-13   0.000      0.4589E-36   0.000      0.6790E-40  0.7897E-17  0.2225E-18  0.7674E-17 -0.1166E-36   2.111       4.000       1.000    
          36   1.237      0.2620      0.5669E+25  0.1320E+25  0.8495E+25  0.1408E+25  0.2213E-13  0.3102E-13   0.000      0.4474E-36   0.000      0.6378E-40  0.8681E-17  0.2371E-18  0.8444E-17 -0.1172E-36   2.111       5.000       1.000    
          37   1.309      0.2705      0.5556E+25  0.1328E+25  0.8312E+25  0.1422E+25  0.2265E-13  0.3166E-13   0.000      0.4362E-36   0.000      0.5999E-40  0.9514E-17  0.2529E-18  0.9261E-17 -0.1180E-36   2.111       5.000       1.000    
          38   1.382      0.2794      0.5446E+25  0.1336E+25  0.8131E+25  0.1437E+25  0.2319E-13  0.3230E-13   0.000      0.4252E-36   0.000      0.5650E-40  0.1040E-16  0.2701E-18  0.1013E-16 -0.1188E-36   2.111       5.000       1.000    
          39   1.457      0.2888      0.5338E+25  0.1346E+25  0.7951E+25  0.1453E+25  0.2375E-13  0.3295E-13   0.000      0.4143E-36   0.000      0.5328E-40  0.1133E-16  0.2886E-18  0.1104E-16 -0.1197E-36   2.111       5.000       1.000    
          40   1.534      0.2987      0.5232E+25  0.1355E+25  0.7772E+25  0.1470E+25  0.2432E-13  0.3361E-13   0.000      0.4037E-36   0.000      0.5030E-40  0.1231E-16  0.3088E-18  0.1200E-16 -0.1206E-36   2.111       5.000       1.000    
          41   1.613      0.3092      0.5129E+25  0.1366E+25  0.7594E+25  0.1488E+25  0.2491E-13  0.3429E-13   0.000      0.3932E-36   0.000      0.4753E-40  0.1335E-16  0.3306E-18  0.1302E-16 -0.1216E-36   2.111       5.000       1.000    
          42   1.694      0.3202      0.5026E+25  0.1377E+25  0.7417E+25  0.1507E+25  0.2552E-13  0.3499E-13   0.000      0.3829E-36   0.000      0.4496E-40  0.1443E-16  0.3542E-18  0.1408E-16 -0.1226E-36   2.111       5.000       1.000    
          43   1.778      0.3319      0.4925E+25  0.1388E+25  0.7241E+25  0.1527E+25  0.2615E-13  0.3571E-13   0.000      0.3727E-36   0.000      0.4257E-40  0.1556E-16  0.3796E-18  0.1518E-16 -0.1237E-36   2.111       5.000       1.000    
          44   1.863      0.3441      0.4826E+25  0.1400E+25  0.7068E+25  0.1547E+25  0.2681E-13  0.3645E-13   0.000      0.3626E-36   0.000      0.4034E-40  0.1674E-16  0.4069E-18  0.1634E-16 -0.1248E-36   2.111       5.000       1.000    
          45   1.950      0.3569      0.4728E+25  0.1413E+25  0.6896E+25  0.1568E+25  0.2748E-13  0.3720E-13   0.000      0.3527E-36   0.000      0.3826E-40  0.1797E-16  0.4362E-18  0.1754E-16 -0.1259E-36   2.111       5.000       1.000    
          46   2.039      0.3703      0.4630E+25  0.1426E+25  0.6727E+25  0.1589E+25  0.2817E-13  0.3799E-13   0.000      0.3429E-36   0.000      0.3631E-40  0.1925E-16  0.4674E-18  0.1878E-16 -0.1269E-36   2.111       5.000       1.000    
          47   2.130      0.3842      0.4534E+25  0.1440E+25  0.6562E+25  0.1610E+25  0.2888E-13  0.3879E-13   0.000      0.3332E-36   0.000      0.3450E-40  0.2058E-16  0.5005E-18  0.2008E-16 -0.1280E-36   2.111       5.000       1.000    
          48   2.223      0.3986      0.4439E+25  0.1454E+25  0.6400E+25  0.1631E+25  0.2961E-13  0.3962E-13   0.000      0.3236E-36   0.000      0.3279E-40  0.2195E-16  0.5355E-18  0.2141E-16 -0.1290E-36   2.515       10.00       2.000    
          49   2.319      0.4134      0.4346E+25  0.1468E+25  0.6242E+25  0.1652E+25  0.3035E-13  0.4047E-13   0.000      0.3143E-36   0.000      0.3119E-40  0.2336E-16  0.5721E-18  0.2279E-16 -0.1299E-36   2.515       5.000       1.000    
          50   2.416      0.4286      0.4254E+25  0.1482E+25  0.6090E+25  0.1672E+25  0.3110E-13  0.4135E-13   0.000      0.3052E-36   0.000      0.2969E-40  0.2483E-16  0.6103E-18  0.2422E-16 -0.1308E-36   2.515       5.000       1.000    
          51   2.515      0.4441      0.4164E+25  0.1497E+25  0.5943E+25  0.1692E+25  0.3186E-13  0.4224E-13   0.000      0.2962E-36   0.000      0.2829E-40  0.2634E-16  0.6499E-18  0.2569E-16 -0.1315E-36   2.515       5.000       1.000    
          52   2.616      0.4598      0.4075E+25  0.1512E+25  0.5801E+25  0.1711E+25  0.3263E-13  0.4316E-13   0.000      0.2875E-36   0.000      0.2697E-40  0.2789E-16  0.6908E-18  0.2721E-16 -0.1322E-36   2.515       5.000       1.000    
          53   2.719      0.4757      0.3989E+25  0.1527E+25  0.5665E+25  0.1730E+25  0.3340E-13  0.4410E-13   0.000      0.2790E-36   0.000      0.2572E-40  0.2950E-16  0.7328E-18  0.2877E-16 -0.1327E-36   2.515       5.000       1.000    
          54   2.825      0.4917      0.3904E+25  0.1542E+25  0.5535E+25  0.1748E+25  0.3417E-13  0.4505E-13   0.000      0.2707E-36   0.000      0.2455E-40  0.3115E-16  0.7758E-18  0.3038E-16 -0.1331E-36   2.515       5.000       1.000    
          55   2.932      0.5078      0.3821E+25  0.1556E+25  0.5411E+25  0.1765E+25  0.3493E-13  0.4603E-13   0.000      0.2627E-36   0.000      0.2345E-40  0.3285E-16  0.8195E-18  0.3203E-16 -0.1334E-36   2.515       5.000       1.000    
          56   3.041      0.5238      0.3741E+25  0.1571E+25  0.5292E+25  0.1781E+25  0.3570E-13  0.4702E-13   0.000      0.2550E-36   0.000      0.2242E-40  0.3460E-16  0.8637E-18  0.3374E-16 -0.1336E-36   2.515       5.000       1.000    
          57   3.152      0.5397      0.3663E+25  0.1585E+25  0.5179E+25  0.1796E+25  0.3645E-13  0.4802E-13   0.000      0.2475E-36   0.000      0.2144E-40  0.3640E-16  0.9084E-18  0.3549E-16 -0.1336E-36   2.515       5.000       1.000    
          58   3.265      0.5556      0.3587E+25  0.1599E+25  0.5071E+25  0.1811E+25  0.3720E-13  0.4903E-13   0.000      0.2403E-36   0.000      0.2052E-40  0.3825E-16  0.9532E-18  0.3730E-16 -0.1335E-36   2.515       5.000       1.000    
          59   3.381      0.5712      0.3514E+25  0.1613E+25  0.4968E+25  0.1825E+25  0.3794E-13  0.5006E-13   0.000      0.2334E-36   0.000      0.1965E-40  0.4016E-16  0.9981E-18  0.3916E-16 -0.1333E-36   2.515       5.000       1.000    
          60   3.498      0.5866      0.3443E+25  0.1626E+25  0.4871E+25  0.1838E+25  0.3866E-13  0.5109E-13   0.000      0.2268E-36   0.000      0.1883E-40  0.4212E-16  0.1043E-17  0.4109E-16 -0.1330E-36   2.515       5.000       1.000    
          61   3.617      0.6017      0.3374E+25  0.1639E+25  0.4778E+25  0.1850E+25  0.3937E-13  0.5213E-13   0.000      0.2204E-36   0.000      0.1806E-40  0.4415E-16  0.1088E-17  0.4307E-16 -0.1326E-36   2.515       5.000       1.000    
          62   3.738      0.6165      0.3308E+25  0.1652E+25  0.4690E+25  0.1861E+25  0.4007E-13  0.5317E-13   0.000      0.2143E-36   0.000      0.1733E-40  0.4623E-16  0.1132E-17  0.4511E-16 -0.1321E-36   2.515       5.000       1.000    
          63   3.862      0.6310      0.3244E+25  0.1664E+25  0.4607E+25  0.1872E+25  0.4075E-13  0.5421E-13   0.000      0.2085E-36   0.000      0.1664E-40  0.4838E-16  0.1176E-17  0.4721E-16 -0.1316E-36   2.515       5.000       1.000    
          64   3.987      0.6452      0.3183E+25  0.1675E+25  0.4527E+25  0.1882E+25  0.4141E-13  0.5526E-13   0.000      0.2030E-36   0.000      0.1599E-40  0.5060E-16  0.1219E-17  0.4938E-16 -0.1309E-36   2.515       5.000       1.000    
          65   4.114      0.6589      0.3124E+25  0.1686E+25  0.4452E+25  0.1891E+25  0.4206E-13  0.5630E-13   0.000      0.1977E-36   0.000      0.1538E-40  0.5288E-16  0.1262E-17  0.5162E-16 -0.1302E-36   2.515       5.000       1.000    
          66   4.243      0.6723      0.3067E+25  0.1697E+25  0.4380E+25  0.1900E+25  0.4269E-13  0.5734E-13   0.000      0.1926E-36   0.000      0.1480E-40  0.5523E-16  0.1304E-17  0.5394E-16 -0.1295E-36   2.515       5.000       1.000    
          67   4.375      0.6854      0.3013E+25  0.1707E+25  0.4311E+25  0.1908E+25  0.4331E-13  0.5838E-13   0.000      0.1878E-36   0.000      0.1425E-40  0.5766E-16  0.1345E-17  0.5632E-16 -0.1287E-36   2.515       5.000       1.000    
          68   4.508      0.6980      0.2961E+25  0.1717E+25  0.4246E+25  0.1915E+25  0.4390E-13  0.5941E-13   0.000      0.1832E-36   0.000      0.1373E-40  0.6016E-16  0.1386E-17  0.5878E-16 -0.1279E-36   2.515       5.000       1.000    
          69   4.643      0.7102      0.2910E+25  0.1727E+25  0.4184E+25  0.1923E+25  0.4448E-13  0.6043E-13   0.000      0.1789E-36   0.000      0.1324E-40  0.6275E-16  0.1425E-17  0.6133E-16 -0.1270E-36   2.515       5.000       1.000    
          70   4.780      0.7221      0.2862E+25  0.1736E+25  0.4125E+25  0.1929E+25  0.4504E-13  0.6145E-13   0.000      0.1748E-36   0.000      0.1277E-40  0.6541E-16  0.1464E-17  0.6395E-16 -0.1262E-36   2.515       5.000       1.000    
          71   4.920      0.7336      0.2816E+25  0.1744E+25  0.4069E+25  0.1935E+25  0.4559E-13  0.6246E-13   0.000      0.1708E-36   0.000      0.1233E-40  0.6816E-16  0.1502E-17  0.6666E-16 -0.1253E-36   2.515       5.000       1.000    
          72   5.061      0.7446      0.2772E+25  0.1752E+25  0.4015E+25  0.1941E+25  0.4611E-13  0.6346E-13   0.000      0.1671E-36   0.000      0.1191E-40  0.7099E-16  0.1539E-17  0.6946E-16 -0.1244E-36   2.515       5.000       1.000    
          73   5.204      0.7553      0.2729E+25  0.1760E+25  0.3963E+25  0.1946E+25  0.4662E-13  0.6445E-13   0.000      0.1635E-36   0.000      0.1151E-40  0.7392E-16  0.1576E-17  0.7235E-16 -0.1235E-36   2.515       5.000       1.000    
          74   5.350      0.7657      0.2688E+25  0.1767E+25  0.3914E+25  0.1951E+25  0.4712E-13  0.6543E-13   0.000      0.1602E-36   0.000      0.1114E-40  0.7693E-16  0.1611E-17  0.7533E-16 -0.1226E-36   2.515       5.000       1.000    
          75   5.497      0.7756      0.2649E+25  0.1774E+25  0.3867E+25  0.1956E+25  0.4760E-13  0.6639E-13   0.000      0.1570E-36   0.000      0.1078E-40  0.8005E-16  0.1646E-17  0.7841E-16 -0.1217E-36   2.515       5.000       1.000    
          76   5.646      0.7853      0.2612E+25  0.1781E+25  0.3822E+25  0.1960E+25  0.4806E-13  0.6735E-13   0.000      0.1539E-36   0.000      0.1044E-40  0.8325E-16  0.1679E-17  0.8158E-16 -0.1209E-36   2.515       5.000       1.000    
          77   5.798      0.7945      0.2575E+25  0.1787E+25  0.3779E+25  0.1964E+25  0.4851E-13  0.6829E-13   0.000      0.1510E-36   0.000      0.1012E-40  0.8656E-16  0.1712E-17  0.8486E-16 -0.1200E-36   2.515       5.000       1.000    
          78   5.951      0.8035      0.2541E+25  0.1793E+25  0.3737E+25  0.1967E+25  0.4894E-13  0.6922E-13   0.000      0.1483E-36   0.000      0.9808E-41  0.8997E-16  0.1744E-17  0.8824E-16 -0.1191E-36   2.515       5.000       1.000    
          79   6.106      0.8121      0.2508E+25  0.1799E+25  0.3698E+25  0.1971E+25  0.4937E-13  0.7014E-13   0.000      0.1457E-36   0.000      0.9515E-41  0.9349E-16  0.1775E-17  0.9172E-16 -0.1183E-36   2.515       5.000       1.000    
          80   6.263      0.8204      0.2476E+25  0.1804E+25  0.3659E+25  0.1974E+25  0.4977E-13  0.7105E-13   0.000      0.1432E-36   0.000      0.9235E-41  0.9712E-16  0.1805E-17  0.9532E-16 -0.1175E-36   2.515       5.000       1.000    
          81   6.423      0.8285      0.2445E+25  0.1809E+25  0.3623E+25  0.1977E+25  0.5017E-13  0.7194E-13   0.000      0.1408E-36   0.000      0.8969E-41  0.1009E-15  0.1835E-17  0.9903E-16 -0.1167E-36   2.515       5.000       1.000    
          82   6.584      0.8362      0.2415E+25  0.1814E+25  0.3588E+25  0.1979E+25  0.5055E-13  0.7282E-13   0.000      0.1386E-36   0.000      0.8715E-41  0.1047E-15  0.1864E-17  0.1028E-15 -0.1159E-36   2.515       5.000       1.000    
          83   6.747      0.8437      0.2387E+25  0.1819E+25  0.3554E+25  0.1982E+25  0.5092E-13  0.7369E-13   0.000      0.1364E-36   0.000      0.8472E-41  0.1087E-15  0.1892E-17  0.1068E-15 -0.1151E-36   2.995       10.00       2.000    
          84   6.913      0.8508      0.2360E+25  0.1823E+25  0.3521E+25  0.1984E+25  0.5128E-13  0.7454E-13   0.000      0.1344E-36   0.000      0.8240E-41  0.1128E-15  0.1919E-17  0.1109E-15 -0.1143E-36   2.995       5.000       1.000    
          85   7.080      0.8578      0.2333E+25  0.1827E+25  0.3489E+25  0.1986E+25  0.5163E-13  0.7538E-13   0.000      0.1325E-36   0.000      0.8019E-41  0.1170E-15  0.1946E-17  0.1150E-15 -0.1136E-36   2.995       5.000       1.000    
          86   7.249      0.8645      0.2308E+25  0.1831E+25  0.3459E+25  0.1988E+25  0.5197E-13  0.7620E-13   0.000      0.1306E-36   0.000      0.7807E-41  0.1213E-15  0.1972E-17  0.1194E-15 -0.1129E-36   2.995       5.000       1.000    
          87   7.421      0.8709      0.2284E+25  0.1835E+25  0.3430E+25  0.1990E+25  0.5229E-13  0.7701E-13   0.000      0.1289E-36   0.000      0.7604E-41  0.1258E-15  0.1997E-17  0.1238E-15 -0.1122E-36   2.995       5.000       1.000    
          88   7.594      0.8771      0.2261E+25  0.1838E+25  0.3401E+25  0.1991E+25  0.5261E-13  0.7781E-13   0.000      0.1272E-36   0.000      0.7410E-41  0.1304E-15  0.2021E-17  0.1284E-15 -0.1115E-36   2.995       5.000       1.000    
          89   7.769      0.8831      0.2238E+25  0.1842E+25  0.3374E+25  0.1993E+25  0.5292E-13  0.7859E-13   0.000      0.1256E-36   0.000      0.7223E-41  0.1351E-15  0.2045E-17  0.1331E-15 -0.1109E-36   2.995       5.000       1.000    
          90   7.947      0.8889      0.2216E+25  0.1845E+25  0.3348E+25  0.1994E+25  0.5322E-13  0.7936E-13   0.000      0.1241E-36   0.000      0.7045E-41  0.1400E-15  0.2068E-17  0.1379E-15 -0.1103E-36   2.995       5.000       1.000    
          91   8.126      0.8945      0.2195E+25  0.1848E+25  0.3322E+25  0.1996E+25  0.5351E-13  0.8012E-13   0.000      0.1226E-36   0.000      0.6874E-41  0.1450E-15  0.2091E-17  0.1429E-15 -0.1097E-36   2.995       5.000       1.000    
          92   8.308      0.8999      0.2175E+25  0.1851E+25  0.3297E+25  0.1997E+25  0.5379E-13  0.8086E-13   0.000      0.1212E-36   0.000      0.6709E-41  0.1501E-15  0.2113E-17  0.1480E-15 -0.1091E-36   2.995       5.000       1.000    
          93   8.491      0.9051      0.2156E+25  0.1853E+25  0.3273E+25  0.1998E+25  0.5406E-13  0.8159E-13   0.000      0.1199E-36   0.000      0.6551E-41  0.1554E-15  0.2135E-17  0.1533E-15 -0.1085E-36   2.995       5.000       1.000    
          94   8.676      0.9102      0.2137E+25  0.1856E+25  0.3250E+25  0.1999E+25  0.5433E-13  0.8231E-13   0.000      0.1186E-36   0.000      0.6399E-41  0.1608E-15  0.2156E-17  0.1587E-15 -0.1080E-36   2.995       5.000       1.000    
          95   8.864      0.9151      0.2119E+25  0.1858E+25  0.3228E+25  0.1999E+25  0.5459E-13  0.8302E-13   0.000      0.1174E-36   0.000      0.6253E-41  0.1665E-15  0.2177E-17  0.1643E-15 -0.1074E-36   2.995       5.000       1.000    
          96   9.053      0.9198      0.2101E+25  0.1860E+25  0.3206E+25  0.2000E+25  0.5484E-13  0.8371E-13   0.000      0.1163E-36   0.000      0.6113E-41  0.1722E-15  0.2197E-17  0.1700E-15 -0.1069E-36   2.995       5.000       1.000    
          97   9.244      0.9244      0.2084E+25  0.1863E+25  0.3185E+25  0.2001E+25  0.5509E-13  0.8439E-13   0.000      0.1152E-36   0.000      0.5977E-41  0.1781E-15  0.2216E-17  0.1759E-15 -0.1064E-36   2.995       5.000       1.000    
          98   9.438      0.9287      0.2068E+25  0.1865E+25  0.3164E+25  0.2001E+25  0.5533E-13  0.8506E-13   0.000      0.1141E-36   0.000      0.5847E-41  0.1842E-15  0.2235E-17  0.1820E-15 -0.1059E-36   2.995       5.000       1.000    
          99   9.633      0.9331      0.2052E+25  0.1867E+25  0.3144E+25  0.2002E+25  0.5556E-13  0.8572E-13   0.000      0.1131E-36   0.000      0.5721E-41  0.1904E-15  0.2254E-17  0.1882E-15 -0.1055E-36   2.995       5.000       1.000    
         100   9.831      0.9372      0.2037E+25  0.1868E+25  0.3125E+25  0.2002E+25  0.5579E-13  0.8636E-13   0.000      0.1121E-36   0.000      0.5600E-41  0.1968E-15  0.2273E-17  0.1946E-15 -0.1050E-36   2.995       5.000       1.000    
         101   10.03      0.9412      0.2022E+25  0.1870E+25  0.3106E+25  0.2003E+25  0.5601E-13  0.8700E-13   0.000      0.1112E-36   0.000      0.5483E-41  0.2034E-15  0.2291E-17  0.2011E-15 -0.1046E-36   2.995       5.000       1.000    
